,UNICODE,CHARACTER,RADICAL
9551,U+734F,獏,犭 艹 日 大
9552,U+7350,獐,犭 立 日 十
9553,U+7351,獑,犭 車 斤
9554,U+7352,獒,&CDP-8DB2; 攵 犬
9555,U+7353,獓,犭 &CDP-8DB2; 攵
9556,U+7354,獔,犭 白 𠦂
9557,U+7355,獕,犭 山 隹
9558,U+7356,獖,犭 十 廾 貝
9559,U+7357,獗,犭 厂 䒑 屮 欠
9560,U+7358,獘,㡀 攵 犬
9561,U+7359,獙,犭 㡀 攵
9562,U+735A,獚,犭 黄
9563,U+735B,獛,犭 业 䒑 夫
9564,U+735C,獜,犭 米 舛
9565,U+735D,獝,犭 矛 &CDP-8C58; 口
9566,U+735E,獞,犭 立 田 土
9567,U+735F,獟,犭 土 土 土 兀
9568,U+7360,獠,犭 𡗜 日 小
9569,U+7361,獡,犭 臼 &CDP-8DBF;
9570,U+7362,獢,犭 丿 大 口 冂 口
9571,U+7363,獣,𭕄 田 一 口 犬
9572,U+7364,獤,犭 亠 口 子 攵
9573,U+7365,獥,犭 &CDP-8CE0; 攵
9574,U+7366,獦,犭 艹 曰 勹 𠃊 人
9575,U+7367,獧,犭 ⺫ &GT-K04958;
9576,U+7368,獨,犭 ⺫ &CDP-8C4A;
9577,U+7369,獩,犭 止 &CDP-8CB3;
9578,U+736A,獪,犭 &CDP-8AFC; &CDP-8B63;
9579,U+736B,獫,犭 &CDP-8AFC; 口 口 人 人
9580,U+736C,獬,犭 角 &CDP-8C68;
9581,U+736D,獭,犭 束 ⺈ 贝
9582,U+736E,獮,犭 一 &CDP-88D6;
9583,U+736F,獯,犭 熏
9584,U+7370,獰,犭 𫲽 皿 丁
9585,U+7371,獱,犭 &CDP-8D74; 貝
9586,U+7372,獲,犭 艹 隹 又
9587,U+7373,獳,犭 雨 而
9588,U+7374,獴,犭 艹 冖 一 豕
9589,U+7375,獵,犭 巛 囗 人 &CDP-8D46;
9590,U+7376,獶,犭 &CDP-8CD4; 心 夂
9591,U+7377,獷,犭 广 黃
9592,U+7378,獸,&CDP-8DAE; 口 犬
9593,U+7379,獹,犭 虍 &CDP-8CF4;
9594,U+737A,獺,犭 束 &HD-IB-2923;
9595,U+737B,獻,虍 鬲 犬
9596,U+737C,獼,犭 弓 一 &CDP-88D6;
9597,U+737D,獽,犭 衣 &CDP-8CA3;
9598,U+737E,獾,犭 艹 &C5-4A7B;
9599,U+737F,獿,犭 頁 &GT-K00439; 巳 夂
9600,U+7380,玀,犭 ⺲ 糸 隹
9601,U+7381,玁,犭 口 口 厂 &CDP-8C5B; 攵
9602,U+7382,玂,犭 艹 &U-i002+7948;
9603,U+7383,玃,犭 䀠 隹 又
9604,U+7384,玄,玄
9605,U+7385,玅,玄 小 丿
9606,U+7386,玆,玄 玄
9607,U+7387,率,率
9608,U+7388,玈,玄 &CDP-8D55;
9609,U+7389,玉,玉
9610,U+738A,玊,王 丶
9611,U+738B,王,王
9612,U+738C,玌,𤣩 乚
9613,U+738D,玍,丿 王
9614,U+738E,玎,𤣩 丁
9615,U+738F,玏,𤣩 力
9616,U+7390,玐,𤣩 八
9617,U+7391,玑,𤣩 几
9618,U+7392,玒,𤣩 工
9619,U+7393,玓,𤣩 勹 丶
9620,U+7394,玔,𤣩 川
9621,U+7395,玕,𤣩 干
9622,U+7396,玖,𤣩 久
9623,U+7397,玗,𤣩 于
9624,U+7398,玘,𤣩 己
9625,U+7399,玙,𤣩 &CDP-8BBF; 一
9626,U+739A,玚,𤣩 𠃓
9627,U+739B,玛,𤣩 马
9628,U+739C,玜,𤣩 八 厶
9629,U+739D,玝,𤣩 𠂉 十
9630,U+739E,玞,𤣩 夫
9631,U+739F,玟,𤣩 文
9632,U+73A0,玠,𤣩 𠆢 &CDP-89AB;
9633,U+73A1,玡,𤣩 牙
9634,U+73A2,玢,𤣩 八 刀
9635,U+73A3,玣,𤣩 丶 下
9636,U+73A4,玤,𤣩 丰
9637,U+73A5,玥,𤣩 月
9638,U+73A6,玦,𤣩 夬
9639,U+73A7,玧,𤣩 厶 儿
9640,U+73A8,玨,𤣩 王
9641,U+73A9,玩,𤣩 一 兀
9642,U+73AA,玪,𤣩 𠆢 𪜊
9643,U+73AB,玫,𤣩 攵
9644,U+73AC,玬,𤣩 丹
9645,U+73AD,玭,𤣩 比
9646,U+73AE,玮,𤣩 韦
9647,U+73AF,环,𤣩 不
9648,U+73B0,现,𤣩 见
9649,U+73B1,玱,𤣩 𠆢 匕
9650,U+73B2,玲,𤣩 𠆢 丶 龴
9651,U+73B3,玳,𤣩 亻 弋
9652,U+73B4,玴,𤣩 世
9653,U+73B5,玵,𤣩 甘
9654,U+73B6,玶,𤣩 平
9655,U+73B7,玷,𤣩 ⺊ 囗
9656,U+73B8,玸,𤣩 勹 巳
9657,U+73B9,玹,𤣩 玄
9658,U+73BA,玺,&CDP-8DD8; 小 玉
9659,U+73BB,玻,𤣩 皮
9660,U+73BC,玼,𤣩 止 匕
9661,U+73BD,玽,𤣩 勹 口
9662,U+73BE,玾,𤣩 甲
9663,U+73BF,玿,𤣩 刀 口
9664,U+73C0,珀,𤣩 白
9665,U+73C1,珁,𤣩 瓦
9666,U+73C2,珂,𤣩 &CDP-8974; 口
9667,U+73C3,珃,𤣩 冉
9668,U+73C4,珄,𤣩 生
9669,U+73C5,珅,𤣩 申
9670,U+73C6,珆,𤣩 厶 口
9671,U+73C7,珇,𤣩 且
9672,U+73C8,珈,𤣩 力 口
9673,U+73C9,珉,𤣩 民
9674,U+73CA,珊,𤣩 册
9675,U+73CB,珋,𤣩 &CDP-8D41; 卩
9676,U+73CC,珌,𤣩 必
9677,U+73CD,珍,𤣩 㐱
9678,U+73CE,珎,𤣩 &CDP-8DD8; 小
9679,U+73CF,珏,𤣩 玉
9680,U+73D0,珐,𤣩 土 厶
9681,U+73D1,珑,𤣩 龙
9682,U+73D2,珒,𤣩 聿
9683,U+73D3,珓,𤣩 亠 父
9684,U+73D4,珔,𤣩 &CDP-88F1; 子
9685,U+73D5,珕,𤣩 力 力 力
9686,U+73D6,珖,𤣩 ⺌ 一 儿
9687,U+73D7,珗,𤣩 ⺧ 儿
9688,U+73D8,珘,𤣩 舟
9689,U+73D9,珙,𤣩 龷 &GT-K00059;
9690,U+73DA,珚,𤣩 囗 大
9691,U+73DB,珛,𤣩 𠂇 月
9692,U+73DC,珜,𤣩 羊
9693,U+73DD,珝,𤣩 羽
9694,U+73DE,珞,𤣩 夂 口
9695,U+73DF,珟,𤣩 几 歹
9696,U+73E0,珠,𤣩 丿 未
9697,U+73E1,珡,𤣩 王 𠆢
9698,U+73E2,珢,𤣩 艮
9699,U+73E3,珣,𤣩 勹 日
9700,U+73E4,珤,𤣩 缶
9701,U+73E5,珥,𤣩 耳
9702,U+73E6,珦,𤣩 &CDP-8BD6; 口
9703,U+73E7,珧,𤣩 兆
9704,U+73E8,珨,𤣩 &CDP-8AFC; 口
9705,U+73E9,珩,𤣩 彳 一 丁
9706,U+73EA,珪,𤣩 土 土
9707,U+73EB,珫,𤣩 充
9708,U+73EC,珬,𤣩 戊 一
9709,U+73ED,班,𤣩 王 &CDP-8BEA;
9710,U+73EE,珮,𤣩 𫥞
9711,U+73EF,珯,𤣩 老
9712,U+73F0,珰,𤣩 ⺌ 彐
9713,U+73F1,珱,𤣩 𭕄 女
9714,U+73F2,珲,𤣩 冖 车
9715,U+73F3,珳,𤣩 文 彡
9716,U+73F4,珴,𤣩 我
9717,U+73F5,珵,𤣩 口 王
9718,U+73F6,珶,𤣩 丿 丶 丿 弔
9719,U+73F7,珷,𤣩 &CDP-8CB8; 止
9720,U+73F8,珸,𤣩 五 口
9721,U+73F9,珹,𤣩 戊 𠃌
9722,U+73FA,珺,𤣩 尹 口
9723,U+73FB,珻,𤣩 𠂉 母
9724,U+73FC,珼,𤣩 貝
9725,U+73FD,珽,𤣩 廴 𡈼
9726,U+73FE,現,𤣩 見
9727,U+73FF,珿,𤣩 口 龰
9728,U+7400,琀,𤣩 𠆢 𪜊 口
9729,U+7401,琁,𤣩 𭻾
9730,U+7402,琂,𤣩 言
9731,U+7403,球,𤣩 求
9732,U+7404,琄,𤣩 口 &CDP-8958;
9733,U+7405,琅,𤣩 丶 艮
9734,U+7406,理,𤣩 田 土
9735,U+7407,琇,𤣩 禾 乃
9736,U+7408,琈,𤣩 爫 子
9737,U+7409,琉,𤣩 㐬
9738,U+740A,琊,𤣩 牙 ⻏
9739,U+740B,琋,𤣩 㐅 𠂇 巾
9740,U+740C,琌,𤣩 山 𠆢 𪜊
9741,U+740D,琍,𤣩 禾 刂
9742,U+740E,琎,𤣩 ⻌ 井
9743,U+740F,琏,𤣩 ⻌ 车
9744,U+7410,琐,𤣩 ⺌ 贝
9745,U+7411,琑,𤣩 ⺌ &CDP-8958;
9746,U+7412,琒,𤣩 夂 丰
9747,U+7413,琓,𤣩 宀 一 兀
9748,U+7414,琔,𤣩 宀 𤴓
9749,U+7415,琕,𤣩 &CDP-89BE; 十
9750,U+7416,琖,𤣩 戈 戈
9751,U+7417,琗,𤣩 𠅃 十
9752,U+7418,琘,𤣩 氏 日
9753,U+7419,琙,𤣩 戈 &CDP-8BE2;
9754,U+741A,琚,𤣩 尸 十 口
9755,U+741B,琛,𤣩 ⺳ 木
9756,U+741C,琜,𤣩 來
9757,U+741D,琝,𤣩 日 文
9758,U+741E,琞,日 月 玉
9759,U+741F,琟,𤣩 隹
9760,U+7420,琠,𤣩 &CDP-89E0; &GT-K00059;
9761,U+7421,琡,𤣩 上 小 又
9762,U+7422,琢,𤣩 豖
9763,U+7423,琣,𤣩 立 口
9764,U+7424,琤,𤣩 ⺈ &CDP-8BFE;
9765,U+7425,琥,𤣩 虍 儿
9766,U+7426,琦,𤣩 大 &CDP-8974; 口
9767,U+7427,琧,亞 玉
9768,U+7428,琨,𤣩 日 比
9769,U+7429,琩,𤣩 日 曰
9770,U+742A,琪,𤣩 &CDP-8B72; &GT-K00059;
9771,U+742B,琫,𤣩 &CDP-8BE9; &CDP-8BF1;
9772,U+742C,琬,𤣩 宀 夕 㔾
9773,U+742D,琭,𤣩 彐 ⺢
9774,U+742E,琮,𤣩 宀 示
9775,U+742F,琯,𤣩 宀 㠯
9776,U+7430,琰,𤣩 火 火
9777,U+7431,琱,𤣩 ⺆ 𠮷
9778,U+7432,琲,𤣩 非
9779,U+7433,琳,𤣩 木 木
9780,U+7434,琴,𤣩 王 𠆢 𪜊
9781,U+7435,琵,𤣩 王 比
9782,U+7436,琶,𤣩 王 巴
9783,U+7437,琷,𤣩 ⺶ 乚
9784,U+7438,琸,𤣩 ⺊ 日 十
9785,U+7439,琹,𤣩 王 木
9786,U+743A,琺,𤣩 氵 土 厶
9787,U+743B,琻,𤣩 金
9788,U+743C,琼,𤣩 亠 口 小
9789,U+743D,琽,𤣩 耂 日
9790,U+743E,琾,𤣩 田 𠆢 &CDP-89AB;
9791,U+743F,琿,𤣩 冖 車
9792,U+7440,瑀,𤣩 禹
9793,U+7441,瑁,𤣩 ⺜ 目
9794,U+7442,瑂,𤣩 𠃜 目
9795,U+7443,瑃,𤣩 &CDP-8BE9; 日
9796,U+7444,瑄,𤣩 宀 一 日 一
9797,U+7445,瑅,𤣩 日 𤴓
9798,U+7446,瑆,𤣩 日 生
9799,U+7447,瑇,𤣩 龶 母
9800,U+7448,瑈,𤣩 矛 木
9801,U+7449,瑉,𤣩 民 日
9802,U+744A,瑊,𤣩 戊 一 口
9803,U+744B,瑋,𤣩 韋
9804,U+744C,瑌,𤣩 而 大
9805,U+744D,瑍,𤣩 ⺈ &CDP-8BC0; &GT-K00059; 大
9806,U+744E,瑎,𤣩 比 白
9807,U+744F,瑏,𤣩 穴 牙
9808,U+7450,瑐,𤣩 䒑 &CDP-8958; 刂
9809,U+7451,瑑,𤣩 彑 𧰨
9810,U+7452,瑒,𤣩 日 一 勹 &CDP-89A6;
9811,U+7453,瑓,𤣩 柬
9812,U+7454,瑔,𤣩 白 水
9813,U+7455,瑕,𤣩 &CDP-8C7A; &CDP-8C79;
9814,U+7456,瑖,𤣩 &CDP-8CE4; 几 又
9815,U+7457,瑗,𤣩 爫 一 𠂇 又
9816,U+7458,瑘,𤣩 耳 ⻏
9817,U+7459,瑙,𤣩 𡿺
9818,U+745A,瑚,𤣩 十 口 月
9819,U+745B,瑛,𤣩 艹 央
9820,U+745C,瑜,𤣩 &CDP-8AFC; 月 刂
9821,U+745D,瑝,𤣩 白 王
9822,U+745E,瑞,𤣩 山 而
9823,U+745F,瑟,𤣩 王 必
9824,U+7460,瑠,𤣩 &CDP-8C69; 田
9825,U+7461,瑡,𤣩 𠂤 一 巾
9826,U+7462,瑢,𤣩 宀 谷
9827,U+7463,瑣,𤣩 𧴪
9828,U+7464,瑤,𤣩 &JX2-7461;
9829,U+7465,瑥,𤣩 日 皿
9830,U+7466,瑦,𤣩 &CDP-89DF; 灬
9831,U+7467,瑧,𤣩 &CDP-8BE9; 禾
9832,U+7468,瑨,𤣩 亚 日
9833,U+7469,瑩,𤇾 玉
9834,U+746A,瑪,𤣩 馬
9835,U+746B,瑫,𤣩 爫 臼
9836,U+746C,瑬,氵 㐬 玉
9837,U+746D,瑭,𤣩 广 &CDP-8CC1;
9838,U+746E,瑮,𤣩 覀 木
9839,U+746F,瑯,𤣩 丶 艮 ⻏
9840,U+7470,瑰,𤣩 鬼
9841,U+7471,瑱,𤣩 十 &CDP-8BA5; &GT-K00059;
9842,U+7472,瑲,𤣩 𠆢 丶 &CDP-89CE; 口
9843,U+7473,瑳,𤣩 ⺶ 工
9844,U+7474,瑴,𣪊 𤣩
9845,U+7475,瑵,𤣩 又 丶 虫
9846,U+7476,瑶,𤣩 䍃
9847,U+7477,瑷,𤣩 &CDP-8BB8; 𠂇 又
9848,U+7478,瑸,玉 宀 斤 &GT-K00264;
9849,U+7479,瑹,𤣩 艹 &CDP-8AFC; 朩
9850,U+747A,瑺,𤣩 &GT-K05014; 巾
9851,U+747B,瑻,𤣩 毌 貝
9852,U+747C,瑼,𤣩 &CDP-8BD0; 寸
9853,U+747D,瑽,𤣩 彳 &CDP-8BB0;
9854,U+747E,瑾,𤣩 廿 &CDP-8A6D;
9855,U+747F,瑿,匚 矢 几 又 玉
9856,U+7480,璀,𤣩 山 隹
9857,U+7481,璁,𤣩 丿 口 タ 心
9858,U+7482,璂,𤣩 &CDP-8B72; &GT-K00059; 土
9859,U+7483,璃,𤣩 㐫 禸
9860,U+7484,璄,𤣩 音 儿
9861,U+7485,璅,𤣩 巛 果
9862,U+7486,璆,𤣩 羽 㐱
9863,U+7487,璇,𤣩 &U-i001+3AC3; 疋
9864,U+7488,璈,𤣩 &CDP-8DB2; 攵
9865,U+7489,璉,𤣩 辶 車
9866,U+748A,璊,𤣩 㒼
9867,U+748B,璋,𤣩 立 日 十
9868,U+748C,璌,𤣩 宀 &CDP-8CE6;
9869,U+748D,璍,𤣩 艹 &CDP-8BF8;
9870,U+748E,璎,𤣩 贝 贝 女
9871,U+748F,璏,𤣩 彑 匕 矢 匕
9872,U+7490,璐,𤣩 𧾷 夂 口
9873,U+7491,璑,𤣩 &CDP-8BBE; 灬
9874,U+7492,璒,𤣩 癶 豆
9875,U+7493,璓,𤣩 艹 禾 乃
9876,U+7494,璔,𤣩 丶 丿 &CDP-8B63;
9877,U+7495,璕,𤣩 &G0-6566; &CDP-8CFA; 寸
9878,U+7496,璖,𤣩 氵 巨 木
9879,U+7497,璗,氵 日 一 勹 &CDP-89A6; 玉
9880,U+7498,璘,𤣩 米 舛
9881,U+7499,璙,𤣩 𡗜 日 小
9882,U+749A,璚,𤣩 矛 &CDP-8C58; 口
9883,U+749B,璛,𤣩 肅
9884,U+749C,璜,𤣩 黄
9885,U+749D,璝,𤣩 𠀐 貝
9886,U+749E,璞,𤣩 业 䒑 夫
9887,U+749F,璟,𤣩 日 亠 口 小
9888,U+74A0,璠,𤣩 釆 田
9889,U+74A1,璡,𤣩 辶 隹
9890,U+74A2,璢,𤣩 &CDP-89B6; 田
9891,U+74A3,璣,𤣩 &CDP-8BA4; 人
9892,U+74A4,璤,𤣩 &CDP-8BD0; 心
9893,U+74A5,璥,𤣩 艹 勹 口 攵
9894,U+74A6,璦,𤣩 &CDP-8BB8; 心 夂
9895,U+74A7,璧,𡰪 辛 玉
9896,U+74A8,璨,𤣩 &C4-244D; 米
9897,U+74A9,璩,𤣩 虍 豕
9898,U+74AA,璪,𤣩 口 口 口 木
9899,U+74AB,璫,𤣩 &GT-K05014; 田
9900,U+74AC,璬,𤣩 &CDP-8CE0; 攵
9901,U+74AD,璭,𤣩 辶 冖 車
9902,U+74AE,璮,𤣩 㐭 日 一
9903,U+74AF,璯,𤣩 &CDP-8AFC; &CDP-8B63;
9904,U+74B0,環,𤣩 ⺫ &GT-K04958;
9905,U+74B1,璱,𤣩 𤣩 王 必
9906,U+74B2,璲,𤣩 辶 㒸
9907,U+74B3,璳,𤣩 丿 未 貝
9908,U+74B4,璴,𤣩 木 木 疋
9909,U+74B5,璵,𤣩 &CDP-8BA8; &CDP-8BC2;
9910,U+74B6,璶,𤣩 &CDP-8CA5; 皿
9911,U+74B7,璷,𤣩 &AJ1-17729; 攵
9912,U+74B8,璸,𤣩 &CDP-8D74; 貝
9913,U+74B9,璹,𤣩 &CDP-8D53; 一 口 寸
9914,U+74BA,璺,&CDP-8B64; 𠔼 口 玉
9915,U+74BB,璻,𤣩 羽 𠅃 十
9916,U+74BC,璼,𤣩 &CDP-8CC9; 皿
9917,U+74BD,璽,一 &CDP-88D6; 玉
9918,U+74BE,璾,𤣩 齊
9919,U+74BF,璿,𤣩 &GT-K01554; &GT-K00859; 目
9920,U+74C0,瓀,𤣩 雨 而
9921,U+74C1,瓁,𤣩 艹 隹 又
9922,U+74C2,瓂,𤣩 艹 土 厶 皿
9923,U+74C3,瓃,𤣩 田 田 田
9924,U+74C4,瓄,𤣩 士 ⺫ 貝
9925,U+74C5,瓅,𤣩 &CDP-8BF4; 木
9926,U+74C6,瓆,𤣩 斤 斤 貝
9927,U+74C7,瓇,𤣩 &CDP-8CD4; 心 夂
9928,U+74C8,瓈,𤣩 𥝢 &CDP-8D71;
9929,U+74C9,瓉,𤣩 㚘 貝
9930,U+74CA,瓊,𤣩 &CDP-8CAF; &CDP-88FD;
9931,U+74CB,瓋,𤣩 辶 &CDP-8BAE; 𪞎
9932,U+74CC,瓌,𤣩 衣 𥄳
9933,U+74CD,瓍,𤣩 ⻖ 辶 &CDP-8CA9;
9934,U+74CE,瓎,𤣩 束 &HD-IB-2923;
9935,U+74CF,瓏,𤣩 龍
9936,U+74D0,瓐,𤣩 虍 &CDP-8CF4;
9937,U+74D1,瓑,𤣩 厂 禾 禾 止
9938,U+74D2,瓒,𤣩 ⺧ 儿 ⺧ 儿 贝
9939,U+74D3,瓓,𤣩 門 柬
9940,U+74D4,瓔,𤣩 貝 貝 女
9941,U+74D5,瓕,弓 一 &CDP-88D6; 玉
9942,U+74D6,瓖,𤣩 衣 &CDP-8CA3;
9943,U+74D7,瓗,𤣩 山 隹 &CDP-8C58; 口
9944,U+74D8,瓘,𤣩 艹 &C5-4A7B;
9945,U+74D9,瓙,𤣩 &CDP-8D53; 一 口 寸 灬
9946,U+74DA,瓚,𤣩 ⺧ 儿 ⺧ 儿 貝
9947,U+74DB,瓛,𤣩 虍 鬲 犬
9948,U+74DC,瓜,瓜
9949,U+74DD,瓝,瓜 勹 丶
9950,U+74DE,瓞,瓜 丿 夫
9951,U+74DF,瓟,瓜 勹 巳
9952,U+74E0,瓠,大 一 丂 瓜
9953,U+74E1,瓡,土 𢆉 瓜
9954,U+74E2,瓢,覀 示 瓜
9955,U+74E3,瓣,辛 瓜 辛
9956,U+74E4,瓤,衣 &CDP-8CA3; 瓜
9957,U+74E5,瓥,瓜 豕 䖵
9958,U+74E6,瓦,瓦
9959,U+74E7,瓧,瓦 十
9960,U+74E8,瓨,工 瓦
9961,U+74E9,瓩,瓦 千
9962,U+74EA,瓪,瓦 𠂆 又
9963,U+74EB,瓫,八 刀 瓦
9964,U+74EC,瓬,方 瓦
9965,U+74ED,瓭,冘 瓦
9966,U+74EE,瓮,八 厶 瓦
9967,U+74EF,瓯,匚 㐅 瓦
9968,U+74F0,瓰,瓦 八 刀
9969,U+74F1,瓱,瓦 毛
9970,U+74F2,瓲,瓦 &AJ1-03246;
9971,U+74F3,瓳,十 口 瓦
9972,U+74F4,瓴,𠆢 丶 龴 瓦
9973,U+74F5,瓵,厶 口 瓦
9974,U+74F6,瓶,丶 丿 一 廾 瓦
9975,U+74F7,瓷,冫 欠 瓦
9976,U+74F8,瓸,瓦 一 白
9977,U+74F9,瓹,口 &CDP-8958; 瓦
9978,U+74FA,瓺,镸 瓦
9979,U+74FB,瓻,㐅 𠂇 巾 瓦
9980,U+74FC,瓼,瓦 田 土
9981,U+74FD,瓽,&GT-K05014; 瓦
9982,U+74FE,瓾,禾 女 瓦
9983,U+74FF,瓿,立 口 瓦
9984,U+7500,甀,垂 瓦
9985,U+7501,甁,丿 干 丿 干 瓦
9986,U+7502,甂,户 𠕁 瓦
9987,U+7503,甃,禾 火 瓦
9988,U+7504,甄,覀 土 瓦
9989,U+7505,甅,瓦 厂 田 土
9990,U+7506,甆,䒑 𢆶 瓦
9991,U+7507,甇,𤇾 瓦
9992,U+7508,甈,自 木 瓦
9993,U+7509,甉,䒑 &CDP-8CDE; 瓦
9994,U+750A,甊,&CDP-89C5; 女 瓦
9995,U+750B,甋,&CDP-8BAE; 𪞎 瓦
9996,U+750C,甌,匚 口 口 口 瓦
9997,U+750D,甍,&CDP-8D60; 瓦
9998,U+750E,甎,&CDP-8BD0; 寸 瓦
9999,U+750F,甏,十 豆 彡 瓦
10000,U+7510,甐,米 舛 瓦
10001,U+7511,甑,丶 丿 &CDP-8B63; 瓦
10002,U+7512,甒,&CDP-8BBE; 灬 瓦
10003,U+7513,甓,𡰪 辛 瓦
10004,U+7514,甔,⺈ 厂 &CDP-8CC3; 瓦
10005,U+7515,甕,亠 &CDP-8DB5; 瓦
10006,U+7516,甖,貝 貝 瓦
10007,U+7517,甗,虍 鬲 瓦
10008,U+7518,甘,甘
10009,U+7519,甙,&GT-K00233; 甘
10010,U+751A,甚,&CDP-88C8; 匚 儿
10011,U+751B,甛,甘 舌
10012,U+751C,甜,舌 甘
10013,U+751D,甝,虍 儿 甘
10014,U+751E,甞,&GT-K05014; 甘
10015,U+751F,生,生
10016,U+7520,甠,日 生
10017,U+7521,甡,生 生
10018,U+7522,產,文 &CDP-8C45;
10019,U+7523,産,&CDP-8BAE; 厂 生
10020,U+7524,甤,豕 生
10021,U+7525,甥,生 田 力
10022,U+7526,甦,更 生
10023,U+7527,甧,生 生 月
10024,U+7528,用,用
10025,U+7529,甩,冂 &CDP-8A43;
10026,U+752A,甪,丿 用
10027,U+752B,甫,甫
10028,U+752C,甬,龴 用
10029,U+752D,甭,不 用
10030,U+752E,甮,勹 &CDP-89A6; 用
10031,U+752F,甯,𫲽 用
10032,U+7530,田,田
10033,U+7531,由,由
10034,U+7532,甲,甲
10035,U+7533,申,申
10036,U+7534,甴,甴
10037,U+7535,电,电
10038,U+7536,甶,甶
10039,U+7537,男,田 力
10040,U+7538,甸,勹 田
10041,U+7539,甹,由 丂
10042,U+753A,町,田 丁
10043,U+753B,画,一 凵 田
10044,U+753C,甼,田 丁
10045,U+753D,甽,田 川
10046,U+753E,甾,巛 田
10047,U+753F,甿,田 亡
10048,U+7540,畀,田 丌
10049,U+7541,畁,由 丌
10050,U+7542,畂,田 久
10051,U+7543,畃,申 勹 丶
10052,U+7544,畄,𭕄 田
10053,U+7545,畅,申 𠃓
10054,U+7546,畆,亠 田 厶
10055,U+7547,畇,田 勹 二
10056,U+7548,畈,田 𠂆 又
10057,U+7549,畉,田 夫
10058,U+754A,畊,田 井
10059,U+754B,畋,田 攵
10060,U+754C,界,田 𠆢 &CDP-89AB;
10061,U+754D,畍,田 𠆢 &CDP-89AB;
10062,U+754E,畎,田 犬
10063,U+754F,畏,田 一 &CDP-8CC6;
10064,U+7550,畐,𠮛 田
10065,U+7551,畑,火 田
10066,U+7552,畒,亠 田 人
10067,U+7553,畓,水 田
10068,U+7554,畔,田 半
10069,U+7555,畕,田 田
10070,U+7556,畖,田 瓜
10071,U+7557,畗,亠 口 田
10072,U+7558,畘,田 冉
10073,U+7559,留,&CDP-8C69; 田
10074,U+755A,畚,&GT-K01085; 田
10075,U+755B,畛,田 㐱
10076,U+755C,畜,玄 田
10077,U+755D,畝,亠 田 久
10078,U+755E,畞,十 田 久
10079,U+755F,畟,田 &GT-K00059; 夂
10080,U+7560,畠,白 田
10081,U+7561,畡,田 亠 &GT-00154; 人
10082,U+7562,畢,畢
10083,U+7563,畣,&CDP-8AFC; 口 田
10084,U+7564,畤,田 土 寸
10085,U+7565,略,田 夂 口
10086,U+7566,畦,田 土 土
10087,U+7567,畧,田 夂 口
10088,U+7568,畨,米 田
10089,U+7569,畩,田 衣
10090,U+756A,番,釆 田
10091,U+756B,畫,聿 田 一
10092,U+756C,畬,&CDP-8AFC; 朩 田
10093,U+756D,畭,田 &CDP-8AFC; 朩
10094,U+756E,畮,田 𠂉 母
10095,U+756F,畯,田 厶 &GT-K00059; 夂
10096,U+7570,異,田 龷 &GT-K00059;
10097,U+7571,畱,&CDP-89B6; 田
10098,U+7572,畲,𠆢 示 田
10099,U+7573,畳,田 冖 且
10100,U+7574,畴,田 &CDP-897D; 寸
10101,U+7575,畵,聿 凵 田
10102,U+7576,當,&GT-K05014; 田
10103,U+7577,畷,田 又 又 又 又
10104,U+7578,畸,田 大 &CDP-8974; 口
10105,U+7579,畹,田 宀 夕 㔾
10106,U+757A,畺,&CDP-8D5E; &CDP-8D5E; 一
10107,U+757B,畻,田 龹 土
10108,U+757C,畼,田 日 一 勹 &CDP-89A6;
10109,U+757D,畽,田 重
10110,U+757E,畾,田 田 田
10111,U+757F,畿,&CDP-8BA4; 田
10112,U+7580,疀,巛 田 疌
10113,U+7581,疁,田 羽 㐱
10114,U+7582,疂,田 &CDP-89AE; 冖 且
10115,U+7583,疃,田 立 田 土
10116,U+7584,疄,田 米 舛
10117,U+7585,疅,田 &CDP-8D5E; &CDP-8D5E; 一
10118,U+7586,疆,&CDP-8DB8; &CDP-8D5E; &CDP-8D5E; 一
10119,U+7587,疇,田 &CDP-8D53; 一 口 寸
10120,U+7588,疈,㽬 &CDP-8BEA;
10121,U+7589,疉,田 田 田 冖 彑
10122,U+758A,疊,田 田 田 冖 且
10123,U+758B,疋,疋
10124,U+758C,疌,疌
10125,U+758D,疍,疋 日 一
10126,U+758E,疎,⺪ 束
10127,U+758F,疏,⺪ 㐬
10128,U+7590,疐,&CDP-8D52; 田 疋
10129,U+7591,疑,𠤕 &CDP-8CCE;
10130,U+7592,疒,疒
10131,U+7593,疓,疒 乃
10132,U+7594,疔,疒 丁
10133,U+7595,疕,疒 匕
10134,U+7596,疖,疒 &CDP-8A60;
10135,U+7597,疗,疒 了
10136,U+7598,疘,疒 工
10137,U+7599,疙,疒 𠂉 乙
10138,U+759A,疚,疒 久
10139,U+759B,疛,疒 寸
10140,U+759C,疜,疒 下
10141,U+759D,疝,疒 山
10142,U+759E,疞,疒 一 丂
10143,U+759F,疟,疒 匸 一
10144,U+75A0,疠,疒 万
10145,U+75A1,疡,疒 𠃓
10146,U+75A2,疢,疒 火
10147,U+75A3,疣,疒 尤
10148,U+75A4,疤,疒 巴
10149,U+75A5,疥,疒 𠆢 &CDP-89AB;
10150,U+75A6,疦,疒 夬
10151,U+75A7,疧,疒 氏
10152,U+75A8,疨,疒 牙
10153,U+75A9,疩,疒 九 十
10154,U+75AA,疪,疒 比
